NOTICE,vintage_year,total_loans,current_pct,grace_period_pct,late_16_30_pct,late_31_120_pct,default_charged_off_pct,fully_paid_pct
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2007,603,0.0,0.0,0.0,0.0,7.462686567164178,34.16252072968491
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2008,2393,0.0,0.0,0.0,0.0,10.321771834517342,54.95194316757208
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2009,5281,0.0,0.0,0.0,0.0,11.247869721643628,78.05339897746639
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2010,12537,0.05583472920156338,0.0,0.015952779771875248,0.039881949429688125,11.836962590731435,80.06700167504187
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2011,21721,8.99129874315179,0.12890750886239125,0.05064223562451085,0.2117766217024999,14.792136641959393,75.8252382486994
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2012,53367,6.4534262746641184,0.15552682369254409,0.050593063128899884,0.4159874079487324,15.20040474450503,77.72406168606068
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2013,134755,44.72116062483767,0.725019479796668,0.23746799747690253,1.3209157359652703,11.144669956587881,41.85076620533561
[CROSS-SECTIONAL PROXY - NOT MONTHLY PANEL],2014,235628,67.2916631300185,0.8734106303155822,0.36413329485460133,2.0570560374828117,6.193661194764629,23.220075712563872
